"date" "year" "month" "day" "pm_Ave" "log_pm_Ave"
"2013-07-10" 2013 7 10 36.8333333333333 3.6064032322897
"2013-07-11" 2013 7 11 41.25 3.71965111278069
"2013-07-12" 2013 7 12 72.7083333333333 4.28645600428858
"2013-07-13" 2013 7 13 107.708333333333 4.67942695659458
"2013-07-14" 2013 7 14 87.5 4.47163879336357
"2013-07-15" 2013 7 15 62.5 4.13516655674236
"2013-07-16" 2013 7 16 26.625 3.28185062402959
"2013-07-17" 2013 7 17 49.9565217391304 3.91115306191961
"2013-07-18" 2013 7 18 134.958333333333 4.90496608882338
"2013-07-19" 2013 7 19 123.583333333333 4.81691569234993
"2013-07-20" 2013 7 20 98.625 4.59132477916604
"2013-07-21" 2013 7 21 70.875 4.26091776204792
"2013-07-22" 2013 7 22 100.611111111111 4.61126269998725
"2013-07-23" 2013 7 23 43.3333333333333 3.76892216178747
"2013-07-24" 2013 7 24 40 3.68887945411394
"2013-07-25" 2013 7 25 33.2916666666667 3.50530711541833
"2013-07-26" 2013 7 26 55.3333333333333 4.01337549968843
"2013-07-27" 2013 7 27 111.458333333333 4.71365082898216
"2013-07-28" 2013 7 28 58.375 4.06688771598906
"2013-07-29" 2013 7 29 69.25 4.23772314506745
"2013-07-30" 2013 7 30 99.8333333333333 4.60350212888739
"2013-07-31" 2013 7 31 44.125 3.78702651525346
"2013-08-01" 2013 8 1 46.5833333333333 3.8412428233671
"2013-08-02" 2013 8 2 69.125 4.2359164598425
"2013-08-03" 2013 8 3 34.75 3.5481795720108
"2013-08-04" 2013 8 4 82.3333333333333 4.41077604795987
"2013-08-05" 2013 8 5 45.4166666666667 3.81587914487524
"2013-08-06" 2013 8 6 125.458333333333 4.83197369813379
"2013-08-07" 2013 8 7 31.375 3.44601139745195
"2013-08-08" 2013 8 8 32.2916666666667 3.4748091990054
"2013-08-09" 2013 8 9 37.3333333333333 3.61988658262699
"2013-08-10" 2013 8 10 88.875 4.48723088812341
"2013-08-11" 2013 8 11 122.291666666667 4.80640890191425
"2013-08-12" 2013 8 12 54.25 3.99360299242057
"2013-08-13" 2013 8 13 78.0416666666667 4.35724287209614
"2013-08-14" 2013 8 14 62.4583333333333 4.13449966775465
"2013-08-15" 2013 8 15 106 4.66343909411207
"2013-08-16" 2013 8 16 106.666666666667 4.66970870712566
"2013-08-17" 2013 8 17 38.875 3.6603513704994
"2013-08-18" 2013 8 18 15.8260869565217 2.76165965170759
"2013-08-19" 2013 8 19 25.7916666666667 3.25005144233665
"2013-08-20" 2013 8 20 94.304347826087 4.54652729489772
"2013-08-21" 2013 8 21 100.958333333333 4.61470789046858
"2013-08-22" 2013 8 22 121.238095238095 4.79775634139393
"2013-08-23" 2013 8 23 58.3333333333333 4.0661736852554
"2013-08-24" 2013 8 24 39.375 3.6731310971458
"2013-08-25" 2013 8 25 43.7916666666667 3.77944354052901
"2013-08-26" 2013 8 26 54.2083333333333 3.99283464816456
"2013-08-27" 2013 8 27 53.6666666666667 3.98279207631635
"2013-08-28" 2013 8 28 76.2083333333333 4.33347081804292
"2013-08-29" 2013 8 29 32 3.46573590279973
"2013-08-30" 2013 8 30 16.8 2.82137888640921
"2013-08-31" 2013 8 31 24.625 3.20376218705815
"2013-09-01" 2013 9 1 49.125 3.89436807018943
"2013-09-02" 2013 9 2 60.3333333333333 4.09988474259772
"2013-09-03" 2013 9 3 101.708333333333 4.62210924004501
"2013-09-04" 2013 9 4 78.875 4.36786432086138
"2013-09-05" 2013 9 5 25.9166666666667 3.25488626239123
"2013-09-06" 2013 9 6 80.2916666666667 4.38566583806642
"2013-09-07" 2013 9 7 81.7083333333333 4.4031559958484
"2013-09-08" 2013 9 8 108.416666666667 4.6859818287245
"2013-09-09" 2013 9 9 87.5833333333333 4.47259072108895
"2013-09-10" 2013 9 10 67.1666666666667 4.20717709271863
"2013-09-11" 2013 9 11 72.2083333333333 4.27955545936766
"2013-09-12" 2013 9 12 150.791666666667 5.0158991932158
"2013-09-13" 2013 9 13 108.227272727273 4.68423339312855
"2013-09-14" 2013 9 14 69 4.23410650459726
"2013-09-15" 2013 9 15 24 3.17805383034795
"2013-09-16" 2013 9 16 60.5 4.1026433650368
"2013-09-17" 2013 9 17 103.666666666667 4.64118062351112
"2013-09-18" 2013 9 18 115.541666666667 4.74963121526783
"2013-09-19" 2013 9 19 123.75 4.8182634014488
"2013-09-20" 2013 9 20 65.125 4.17630850007353
"2013-09-21" 2013 9 21 51.4166666666667 3.93996237411739
"2013-09-22" 2013 9 22 95.6666666666667 4.56086992709151
"2013-09-23" 2013 9 23 38.8333333333333 3.65927898433765
"2013-09-24" 2013 9 24 14.6666666666667 2.68557734525015
"2013-09-25" 2013 9 25 18.125 2.89729220074074
"2013-09-26" 2013 9 26 59.9565217391304 4.09361966186415
"2013-09-27" 2013 9 27 193.708333333333 5.26635359134264
"2013-09-28" 2013 9 28 246.833333333333 5.50871334503974
"2013-09-29" 2013 9 29 226.625 5.42329666907502
"2013-09-30" 2013 9 30 147.75 4.99552165628621
"2013-10-01" 2013 10 1 71.4583333333333 4.26911452925209
"2013-10-02" 2013 10 2 19.5416666666667 2.97254893809833
"2013-10-03" 2013 10 3 61.0416666666667 4.11155669110322
"2013-10-04" 2013 10 4 168.166666666667 5.12495555112555
"2013-10-05" 2013 10 5 306 5.72358510195238
"2013-10-06" 2013 10 6 213.416666666667 5.36324643641152
"2013-10-07" 2013 10 7 91.2916666666667 4.51405950924752
"2013-10-08" 2013 10 8 63.5 4.15103990589865
"2013-10-09" 2013 10 9 146.5 4.98702542845712
"2013-10-10" 2013 10 10 81.5833333333333 4.40162499274251
"2013-10-11" 2013 10 11 59.2916666666667 4.08246876774191
"2013-10-12" 2013 10 12 70.4583333333333 4.25502151855063
"2013-10-13" 2013 10 13 57.3333333333333 4.04888218814534
"2013-10-14" 2013 10 14 37.8333333333333 3.63319054825335
"2013-10-15" 2013 10 15 23.2916666666667 3.14809564280715
"2013-10-16" 2013 10 16 64.0416666666667 4.15953391319065
"2013-10-17" 2013 10 17 162.833333333333 5.09272718281473
"2013-10-18" 2013 10 18 248.166666666667 5.51410056345595
"2013-10-19" 2013 10 19 68 4.21950770517611
"2013-10-20" 2013 10 20 29.5833333333333 3.38721113968742
"2013-10-21" 2013 10 21 100.166666666667 4.60683546530715
"2013-10-22" 2013 10 22 147.818181818182 4.99598301730939
"2013-10-23" 2013 10 23 25.75 3.24843462710975
"2013-10-24" 2013 10 24 23.75 3.16758253048065
"2013-10-25" 2013 10 25 47.2916666666667 3.85633409956756
"2013-10-26" 2013 10 26 73.375 4.29558327814826
"2013-10-27" 2013 10 27 228.541666666667 5.43171854236139
"2013-10-28" 2013 10 28 314.333333333333 5.75045399396535
"2013-10-29" 2013 10 29 29.875 3.39702201025167
"2013-10-30" 2013 10 30 98.7916666666667 4.59301325571746
"2013-10-31" 2013 10 31 167.375 5.12023680401134
"2013-11-01" 2013 11 1 217 5.37989735354046
"2013-11-02" 2013 11 2 286.791666666667 5.65875605205042
"2013-11-03" 2013 11 3 47.4583333333333 3.85985213309924
"2013-11-04" 2013 11 4 53.25 3.97499780458953
"2013-11-05" 2013 11 5 203.458333333333 5.31546123371372
"2013-11-06" 2013 11 6 113.666666666667 4.73327018861541
"2013-11-07" 2013 11 7 44.5 3.79548918917219
"2013-11-08" 2013 11 8 162.708333333333 5.09195923192584
"2013-11-09" 2013 11 9 96.875 4.57342148767351
"2013-11-10" 2013 11 10 19.3333333333333 2.96183072187831
"2013-11-11" 2013 11 11 41.625 3.72870094830061
"2013-11-12" 2013 11 12 62.5 4.13516655674236
"2013-11-13" 2013 11 13 198.291666666667 5.28973901077316
"2013-11-14" 2013 11 14 66.0416666666667 4.19028585596344
"2013-11-15" 2013 11 15 118.375 4.77385755150624
"2013-11-16" 2013 11 16 47.3333333333333 3.85721476893315
"2013-11-17" 2013 11 17 13.8333333333333 2.62708113856854
"2013-11-18" 2013 11 18 11.7083333333333 2.4603008389858
"2013-11-19" 2013 11 19 42.2173913043478 3.74283225236218
"2013-11-20" 2013 11 20 77.625 4.35188954025364
"2013-11-21" 2013 11 21 131 4.87519732320115
"2013-11-22" 2013 11 22 174.166666666667 5.16001269517086
"2013-11-23" 2013 11 23 221.695652173913 5.40130550512601
"2013-11-24" 2013 11 24 93.9583333333333 4.54285142158883
"2013-11-25" 2013 11 25 24.0833333333333 3.18152003832443
"2013-11-26" 2013 11 26 26.2083333333333 3.26607742635249
"2013-11-27" 2013 11 27 7.41666666666667 2.00372971994414
"2013-11-28" 2013 11 28 27.1666666666667 3.30199073157871
"2013-11-29" 2013 11 29 59.5416666666667 4.08667634758192
"2013-11-30" 2013 11 30 34.7083333333333 3.5469798118189
"2013-12-01" 2013 12 1 84.7083333333333 4.4392139832804
"2013-12-02" 2013 12 2 136.583333333333 4.91693492895583
"2013-12-03" 2013 12 3 89.75 4.49702802736839
"2013-12-04" 2013 12 4 112.75 4.72517297838279
"2013-12-05" 2013 12 5 49.2916666666667 3.89775503363044
"2013-12-06" 2013 12 6 164.916666666667 5.10544029581457
"2013-12-07" 2013 12 7 348.5 5.85363823020058
"2013-12-08" 2013 12 8 214.416666666667 5.36792116249374
"2013-12-09" 2013 12 9 19.4583333333333 2.96827542732095
"2013-12-10" 2013 12 10 27.25 3.30505352110925
"2013-12-11" 2013 12 11 30.7916666666667 3.42724409060026
"2013-12-12" 2013 12 12 22.7083333333333 3.1227319643153
"2013-12-13" 2013 12 13 69.5416666666667 4.24192609331389
"2013-12-14" 2013 12 14 62.9166666666667 4.14181109946102
"2013-12-15" 2013 12 15 59.375 4.08387326235481
"2013-12-16" 2013 12 16 183.375 5.21153323646315
"2013-12-17" 2013 12 17 77.5 4.3502779363593
"2013-12-18" 2013 12 18 56.2916666666667 4.03054650761225
"2013-12-19" 2013 12 19 41.25 3.71965111278069
"2013-12-20" 2013 12 20 36.5 3.59731226058845
"2013-12-21" 2013 12 21 91.2916666666667 4.51405950924752
"2013-12-22" 2013 12 22 181.208333333333 5.19964738224969
"2013-12-23" 2013 12 23 145.75 4.9818928252306
"2013-12-24" 2013 12 24 316.75 5.75811281920125
"2013-12-25" 2013 12 25 170.125 5.13653346097163
"2013-12-26" 2013 12 26 14.625 2.68273239311792
"2013-12-27" 2013 12 27 32.625 3.48507886564286
"2013-12-28" 2013 12 28 21.7826086956522 3.08111188515572
"2013-12-29" 2013 12 29 53.3529411764706 3.97692910605892
"2013-12-30" 2013 12 30 45.2142857142857 3.81141309252892
"2013-12-31" 2013 12 31 49.3333333333333 3.89859998509601
"2014-01-01" 2014 1 1 58.4166666666667 4.06760123724659
"2014-01-02" 2014 1 2 167.625 5.12172934160184
"2014-01-03" 2014 1 3 54.4583333333333 3.99743588327628
"2014-01-04" 2014 1 4 154.875 5.04261833994931
"2014-01-05" 2014 1 5 101.416666666667 4.61923744319953
"2014-01-06" 2014 1 6 154.583333333333 5.04073332525354
"2014-01-07" 2014 1 7 112.875 4.72628101173715
"2014-01-08" 2014 1 8 21.4166666666667 3.06416943510722
"2014-01-09" 2014 1 9 33.125 3.50028828430639
"2014-01-10" 2014 1 10 81.2916666666667 4.39804351027517
"2014-01-11" 2014 1 11 152.625 5.02798393243087
"2014-01-12" 2014 1 12 28.5263157894737 3.35082702227321
"2014-01-13" 2014 1 13 127.875 4.85105322427179
"2014-01-14" 2014 1 14 119.458333333333 4.78296763553542
"2014-01-15" 2014 1 15 210.375 5.34889165251097
"2014-01-16" 2014 1 16 448.416666666667 6.10572285970142
"2014-01-17" 2014 1 17 154.5 5.0401940963378
"2014-01-18" 2014 1 18 76.75 4.34055338646731
"2014-01-19" 2014 1 19 124.75 4.82631173463163
"2014-01-20" 2014 1 20 10.25 2.32727770558442
"2014-01-21" 2014 1 21 47.2083333333333 3.85457043068006
"2014-01-22" 2014 1 22 162.954545454545 5.0934712996754
"2014-01-23" 2014 1 23 288.416666666667 5.66440619384734
"2014-01-24" 2014 1 24 152.375 5.02634458780144
"2014-01-25" 2014 1 25 33.7083333333333 3.51774508671055
"2014-01-26" 2014 1 26 59 4.07753744390572
"2014-01-27" 2014 1 27 96.1666666666667 4.56608279728004
"2014-01-28" 2014 1 28 46.5833333333333 3.8412428233671
"2014-01-29" 2014 1 29 149.291666666667 5.00590188695701
"2014-01-30" 2014 1 30 71.3333333333333 4.26736372635374
"2014-01-31" 2014 1 31 166.208333333333 5.11324202155746
"2014-02-01" 2014 2 1 155.083333333333 5.04396260685425
"2014-02-02" 2014 2 2 68.9166666666667 4.23289804523569
"2014-02-03" 2014 2 3 7.125 1.96360972615471
"2014-02-04" 2014 2 4 29.9583333333333 3.3998075273731
"2014-02-05" 2014 2 5 103.833333333333 4.6427870495594
"2014-02-06" 2014 2 6 143.25 4.96459135559485
"2014-02-07" 2014 2 7 102.875 4.63351465899723
"2014-02-08" 2014 2 8 56 4.02535169073515
"2014-02-09" 2014 2 9 13.4583333333333 2.59959849287471
"2014-02-10" 2014 2 10 26.2083333333333 3.26607742635249
"2014-02-11" 2014 2 11 131.25 4.87710390147173
"2014-02-12" 2014 2 12 145.583333333333 4.98074866034606
"2014-02-13" 2014 2 13 210.958333333333 5.35166064162196
"2014-02-14" 2014 2 14 299.666666666667 5.70267074580351
"2014-02-15" 2014 2 15 363.791666666667 5.89658135946286
"2014-02-16" 2014 2 16 264.833333333333 5.57910069730866
"2014-02-17" 2014 2 17 75.7916666666667 4.32798834817018
"2014-02-18" 2014 2 18 70.2608695652174 4.25221502315189
"2014-02-19" 2014 2 19 79.8333333333333 4.37994112818286
"2014-02-20" 2014 2 20 271 5.6021188208797
"2014-02-21" 2014 2 21 330.416666666667 5.80035448428095
"2014-02-22" 2014 2 22 335.541666666667 5.8157461414476
"2014-02-23" 2014 2 23 295.95652173913 5.6902125575188
"2014-02-24" 2014 2 24 352.583333333333 5.86528700093207
"2014-02-25" 2014 2 25 449.75 6.10869187283064
"2014-02-26" 2014 2 26 386.416666666667 5.95691623460346
"2014-02-27" 2014 2 27 20.375 3.01430865912693
"2014-02-28" 2014 2 28 102.666666666667 4.63148749430546
"2014-03-01" 2014 3 1 83.125 4.42034549897602
"2014-03-02" 2014 3 2 162.125 5.08836764263661
"2014-03-03" 2014 3 3 243.541666666667 5.49528804355822
"2014-03-04" 2014 3 4 49.2916666666667 3.89775503363044
"2014-03-05" 2014 3 5 24.875 3.21386328304466
"2014-03-06" 2014 3 6 20.375 3.01430865912693
"2014-03-07" 2014 3 7 61.5 4.11903717481247
"2014-03-08" 2014 3 8 175.75 5.16906253069077
"2014-03-09" 2014 3 9 119.75 4.78540623629103
"2014-03-10" 2014 3 10 108.5 4.68675017298051
"2014-03-11" 2014 3 11 195.791666666667 5.27705116875487
"2014-03-12" 2014 3 12 19.1666666666667 2.9531726591352
"2014-03-13" 2014 3 13 22.25 3.10234200861225
"2014-03-14" 2014 3 14 24.875 3.21386328304466
"2014-03-15" 2014 3 15 114.583333333333 4.74130236031267
"2014-03-16" 2014 3 16 122.291666666667 4.80640890191425
"2014-03-17" 2014 3 17 85.8333333333333 4.45240743143568
"2014-03-18" 2014 3 18 40.4166666666667 3.69924224114948
"2014-03-19" 2014 3 19 58.6666666666667 4.07187170637004
"2014-03-20" 2014 3 20 10.1666666666667 2.31911439494526
"2014-03-21" 2014 3 21 28.5652173913043 3.35218980255546
"2014-03-22" 2014 3 22 66.125 4.19154689017846
"2014-03-23" 2014 3 23 158.666666666667 5.06680556556331
"2014-03-24" 2014 3 24 245.708333333333 5.50414519565256
"2014-03-25" 2014 3 25 224.208333333333 5.41257567914147
"2014-03-26" 2014 3 26 317.875 5.76165822374228
"2014-03-27" 2014 3 27 257.416666666667 5.55069604313058
"2014-03-28" 2014 3 28 151.458333333333 5.02031055961967
"2014-03-29" 2014 3 29 38.7916666666667 3.65820544692912
"2014-03-30" 2014 3 30 34.2916666666667 3.53490237032912
"2014-03-31" 2014 3 31 155.291666666667 5.04530506913131
"2014-04-01" 2014 4 1 130.291666666667 4.8697755271099
"2014-04-02" 2014 4 2 105.458333333333 4.65831593019718
"2014-04-03" 2014 4 3 23.375 3.15166707517475
"2014-04-04" 2014 4 4 32.2916666666667 3.4748091990054
